chunk,question
"Merger G uidelines 2008, updated 2017   26    limiting ,31 or denying  access by, downstream (non -integrated) rivals to important  inputs (thereby forcing them, for example, to use more expensive or inferior  quality alternatives)    limiting, or denying access by, upstream (non -integrated) rivals to a sufficient  customer  base    raising the cost of access by upstream (non -integrated) rivals to a sufficient  customer  base.   Conglomerate mergers   5.25.  Conglomerate mergers provide a merged firm with the opportunity to bundle or tie  products in related or independent markets. The practice of bund ling or tying product  offerings is common and is undertaken by firms for a variety reasons, often with no  anti-competitive consequences under s. 50.32  5.26.  However, in some cases conglomerate mergers can raise competition concerns  where they enable the merged fi rm to alter its operations or product offerings in a way  that forecloses the merged firm’s rivals and ultimately reduces the competitive  constraint they provide. For example, the merged firm’s rivals may be foreclosed if  the merged firm chooses to bundle o r tie complementary products, such that:    no product can be purchased or used separately    at least one product cannot be purchased or used separately, or    customers receive additional  benefits when they purchase or use the merged   firm’s products together (for  example, due to discounts, rebates or design  features).   5.27.  The adoption of such strategies can limit or raise the cost of rival firms’ access to a  sufficient customer base and in some circumstances deny rival firms access to  customers altogether.   Ability to foreclose   5.28.  An integrated or conglomerate firm will generally only be able to engage in  foreclosure if it has sufficient market power at one or more functional levels within the  vertical supply chain, or in one or more of the related markets post -acquisition .  5.29.  The ACCC will determine whether an integrated or conglomerate firm has market  power in the relevant markets by assessing whether there are effective competitive   constraints, such as those discussed in chapter 7.   Vertical mergers   5.30.  An integrated merged firm  would only be able to engage in foreclosure strategies  against rival downstream firms if it had sufficient market power in the upstream  market  — that is, where its downstream rivals faced insufficient viable supply  alternatives. This might occur for a var iety of reasons including capacity constraints  faced by rival upstream suppliers, barriers to entry or product differentiation between  the products and/or services offered by the integrated firm and its rivals.                                                    31 Limiting access may involve reducing the quality of the good or service supplied.   32 Tying or bundling may however raise competition con cerns under other provisions of the Act.","  The document mentions that conglomerate mergers can lead to bundling or tying of products.  Describe a scenario, using examples from the text, where such bundling could raise competition concerns and lead to the foreclosure of rivals."
"Merger G uidelines 2008, updated 2017   26    limiting ,31 or denying  access by, downstream (non -integrated) rivals to important  inputs (thereby forcing them, for example, to use more expensive or inferior  quality alternatives)    limiting, or denying access by, upstream (non -integrated) rivals to a sufficient  customer  base    raising the cost of access by upstream (non -integrated) rivals to a sufficient  customer  base.   Conglomerate mergers   5.25.  Conglomerate mergers provide a merged firm with the opportunity to bundle or tie  products in related or independent markets. The practice of bund ling or tying product  offerings is common and is undertaken by firms for a variety reasons, often with no  anti-competitive consequences under s. 50.32  5.26.  However, in some cases conglomerate mergers can raise competition concerns  where they enable the merged fi rm to alter its operations or product offerings in a way  that forecloses the merged firm’s rivals and ultimately reduces the competitive  constraint they provide. For example, the merged firm’s rivals may be foreclosed if  the merged firm chooses to bundle o r tie complementary products, such that:    no product can be purchased or used separately    at least one product cannot be purchased or used separately, or    customers receive additional  benefits when they purchase or use the merged   firm’s products together (for  example, due to discounts, rebates or design  features).   5.27.  The adoption of such strategies can limit or raise the cost of rival firms’ access to a  sufficient customer base and in some circumstances deny rival firms access to  customers altogether.   Ability to foreclose   5.28.  An integrated or conglomerate firm will generally only be able to engage in  foreclosure if it has sufficient market power at one or more functional levels within the  vertical supply chain, or in one or more of the related markets post -acquisition .  5.29.  The ACCC will determine whether an integrated or conglomerate firm has market  power in the relevant markets by assessing whether there are effective competitive   constraints, such as those discussed in chapter 7.   Vertical mergers   5.30.  An integrated merged firm  would only be able to engage in foreclosure strategies  against rival downstream firms if it had sufficient market power in the upstream  market  — that is, where its downstream rivals faced insufficient viable supply  alternatives. This might occur for a var iety of reasons including capacity constraints  faced by rival upstream suppliers, barriers to entry or product differentiation between  the products and/or services offered by the integrated firm and its rivals.                                                    31 Limiting access may involve reducing the quality of the good or service supplied.   32 Tying or bundling may however raise competition con cerns under other provisions of the Act.","  According to the document, what conditions must be met for an integrated or conglomerate firm to successfully engage in foreclosure strategies against its rivals?  What role does market power play?"
"Merger G uidelines 2008, updated 2017   26    limiting ,31 or denying  access by, downstream (non -integrated) rivals to important  inputs (thereby forcing them, for example, to use more expensive or inferior  quality alternatives)    limiting, or denying access by, upstream (non -integrated) rivals to a sufficient  customer  base    raising the cost of access by upstream (non -integrated) rivals to a sufficient  customer  base.   Conglomerate mergers   5.25.  Conglomerate mergers provide a merged firm with the opportunity to bundle or tie  products in related or independent markets. The practice of bund ling or tying product  offerings is common and is undertaken by firms for a variety reasons, often with no  anti-competitive consequences under s. 50.32  5.26.  However, in some cases conglomerate mergers can raise competition concerns  where they enable the merged fi rm to alter its operations or product offerings in a way  that forecloses the merged firm’s rivals and ultimately reduces the competitive  constraint they provide. For example, the merged firm’s rivals may be foreclosed if  the merged firm chooses to bundle o r tie complementary products, such that:    no product can be purchased or used separately    at least one product cannot be purchased or used separately, or    customers receive additional  benefits when they purchase or use the merged   firm’s products together (for  example, due to discounts, rebates or design  features).   5.27.  The adoption of such strategies can limit or raise the cost of rival firms’ access to a  sufficient customer base and in some circumstances deny rival firms access to  customers altogether.   Ability to foreclose   5.28.  An integrated or conglomerate firm will generally only be able to engage in  foreclosure if it has sufficient market power at one or more functional levels within the  vertical supply chain, or in one or more of the related markets post -acquisition .  5.29.  The ACCC will determine whether an integrated or conglomerate firm has market  power in the relevant markets by assessing whether there are effective competitive   constraints, such as those discussed in chapter 7.   Vertical mergers   5.30.  An integrated merged firm  would only be able to engage in foreclosure strategies  against rival downstream firms if it had sufficient market power in the upstream  market  — that is, where its downstream rivals faced insufficient viable supply  alternatives. This might occur for a var iety of reasons including capacity constraints  faced by rival upstream suppliers, barriers to entry or product differentiation between  the products and/or services offered by the integrated firm and its rivals.                                                    31 Limiting access may involve reducing the quality of the good or service supplied.   32 Tying or bundling may however raise competition con cerns under other provisions of the Act.","  How does the Australian Competition and Consumer Commission (ACCC) determine whether a firm possesses sufficient market power to engage in anti-competitive behavior, as described in the context of vertical mergers?  What factors are considered?"
"Merger G uidelines 2008, updated 2017   26    limiting ,31 or denying  access by, downstream (non -integrated) rivals to important  inputs (thereby forcing them, for example, to use more expensive or inferior  quality alternatives)    limiting, or denying access by, upstream (non -integrated) rivals to a sufficient  customer  base    raising the cost of access by upstream (non -integrated) rivals to a sufficient  customer  base.   Conglomerate mergers   5.25.  Conglomerate mergers provide a merged firm with the opportunity to bundle or tie  products in related or independent markets. The practice of bund ling or tying product  offerings is common and is undertaken by firms for a variety reasons, often with no  anti-competitive consequences under s. 50.32  5.26.  However, in some cases conglomerate mergers can raise competition concerns  where they enable the merged fi rm to alter its operations or product offerings in a way  that forecloses the merged firm’s rivals and ultimately reduces the competitive  constraint they provide. For example, the merged firm’s rivals may be foreclosed if  the merged firm chooses to bundle o r tie complementary products, such that:    no product can be purchased or used separately    at least one product cannot be purchased or used separately, or    customers receive additional  benefits when they purchase or use the merged   firm’s products together (for  example, due to discounts, rebates or design  features).   5.27.  The adoption of such strategies can limit or raise the cost of rival firms’ access to a  sufficient customer base and in some circumstances deny rival firms access to  customers altogether.   Ability to foreclose   5.28.  An integrated or conglomerate firm will generally only be able to engage in  foreclosure if it has sufficient market power at one or more functional levels within the  vertical supply chain, or in one or more of the related markets post -acquisition .  5.29.  The ACCC will determine whether an integrated or conglomerate firm has market  power in the relevant markets by assessing whether there are effective competitive   constraints, such as those discussed in chapter 7.   Vertical mergers   5.30.  An integrated merged firm  would only be able to engage in foreclosure strategies  against rival downstream firms if it had sufficient market power in the upstream  market  — that is, where its downstream rivals faced insufficient viable supply  alternatives. This might occur for a var iety of reasons including capacity constraints  faced by rival upstream suppliers, barriers to entry or product differentiation between  the products and/or services offered by the integrated firm and its rivals.                                                    31 Limiting access may involve reducing the quality of the good or service supplied.   32 Tying or bundling may however raise competition con cerns under other provisions of the Act.",  The document discusses the potential for limiting access to inputs or customers by reducing the quality of goods or services.  Explain how this tactic could be used to foreclose rivals and provide a hypothetical example.
"Merger G uidelines 2008, updated 2017   26    limiting ,31 or denying  access by, downstream (non -integrated) rivals to important  inputs (thereby forcing them, for example, to use more expensive or inferior  quality alternatives)    limiting, or denying access by, upstream (non -integrated) rivals to a sufficient  customer  base    raising the cost of access by upstream (non -integrated) rivals to a sufficient  customer  base.   Conglomerate mergers   5.25.  Conglomerate mergers provide a merged firm with the opportunity to bundle or tie  products in related or independent markets. The practice of bund ling or tying product  offerings is common and is undertaken by firms for a variety reasons, often with no  anti-competitive consequences under s. 50.32  5.26.  However, in some cases conglomerate mergers can raise competition concerns  where they enable the merged fi rm to alter its operations or product offerings in a way  that forecloses the merged firm’s rivals and ultimately reduces the competitive  constraint they provide. For example, the merged firm’s rivals may be foreclosed if  the merged firm chooses to bundle o r tie complementary products, such that:    no product can be purchased or used separately    at least one product cannot be purchased or used separately, or    customers receive additional  benefits when they purchase or use the merged   firm’s products together (for  example, due to discounts, rebates or design  features).   5.27.  The adoption of such strategies can limit or raise the cost of rival firms’ access to a  sufficient customer base and in some circumstances deny rival firms access to  customers altogether.   Ability to foreclose   5.28.  An integrated or conglomerate firm will generally only be able to engage in  foreclosure if it has sufficient market power at one or more functional levels within the  vertical supply chain, or in one or more of the related markets post -acquisition .  5.29.  The ACCC will determine whether an integrated or conglomerate firm has market  power in the relevant markets by assessing whether there are effective competitive   constraints, such as those discussed in chapter 7.   Vertical mergers   5.30.  An integrated merged firm  would only be able to engage in foreclosure strategies  against rival downstream firms if it had sufficient market power in the upstream  market  — that is, where its downstream rivals faced insufficient viable supply  alternatives. This might occur for a var iety of reasons including capacity constraints  faced by rival upstream suppliers, barriers to entry or product differentiation between  the products and/or services offered by the integrated firm and its rivals.                                                    31 Limiting access may involve reducing the quality of the good or service supplied.   32 Tying or bundling may however raise competition con cerns under other provisions of the Act.","  While the document primarily focuses on anti-competitive concerns, it mentions that bundling or tying of products is common and often has no anti-competitive consequences.  What factors determine whether bundling or tying raises competition concerns under the Act, according to the document?"
"Merger G uidelines 2008, updated 2017   27   5.31.  Similarly, an integrated merged firm would on ly be able to engage in foreclosure  strategies against rival upstream firms if it had sufficient market power in the  downstream market  — that is, where its upstream rivals lacked sufficient actual or  potential economic alternatives in the downstream market  to sell their output. The  ability of upstream rivals to sell their output is especially likely to be prevented or  impeded where the downstream division of the merged firm is an important customer  in that market and where there are significant economies of  scale or scope in the  input market.   Conglomerate mergers   5.32.  In the context of conglomerate mergers, market power may arise where products are  considered by customers to be especially important or a ‘must have’ because of  factors such as superior functionalit y (product differentiation) or brand loyalty. Where  the merged firm supplies customers that on -sell its products to end customers, the  market power of the merged firm may be reflected in its ability to influence the  product -stocking decisions of its custom ers. This will depend on the specifics of the  industry, but can include supplier involvement in category management and the  supply of in -store distribution assets to retailers on condition of certain stocking  requirements.   Incentive to foreclose   5.33.  While poss ession of market power by the merged firm in one or more of the relevant  markets is a necessary consideration, it is not determinative in itself. Even if a  vertically integrated or conglomerate firm has the ability, it may not have the  economic incentive t o foreclose rivals. A firm is unlikely to exercise its ability to  foreclose unless it is profitable to do so, which will depend on the nature of  competition in each of the relevant markets and the particular means available to the  firm to foreclose rivals.33  5.34.  An integrated or conglomerate firm will only have an incentive to engage in  foreclosure strategies with rivals if the benefit it receives from doing so outweighs  potential lost sales resulting from the foreclosure. In assessing whether the merged  firm ha s the incentive to engage in foreclosure, the ACCC will weigh likely short -term  costs against likely gains and the relative size and importance of each market to the  merged firm.   5.35.  For example, in vertical mergers foreclosing independent downstream rivals ma y  simply close off a good source of upstream revenue without providing any significant  boost to the integrated merged firm’s own downstream sales or other benefits.  Similarly, an integrated firm will only have an incentive to limit the downstream sales  of its non -integrated upstream rivals if it receives sufficient benefits to offset any  increased costs or decreased custom associated with the foreclosure.   5.36.  In conglomerate mergers, the merged firm may be able to take advantage of  economies of scale in a marke t by increasing sales in that market and, where there is  commonality in operations (such as in manufacturing, distribution and/or marketing),  may also be able to gain economies in a related market.   5.37.  In assessing the merged firm’s likely incentives, the ACCC  will take into account a  range of quantitative and qualitative information.                                                    33 For example, a conglomerate firm implementing a tie may involve risking the loss of customers that are not interested in  purchasing the bundle, depending on the closeness of the products in question. In addition, the profitability of discounting  a bundle may depend on the relative value of the products being united and the value of the markets in which they are  supplied.","  According to section 5.31, under what conditions can an integrated merged firm engage in foreclosure strategies against rival upstream firms?  Specifically, what role does the downstream market's alternatives play, and how do economies of scale or scope factor into this?"
"Merger G uidelines 2008, updated 2017   27   5.31.  Similarly, an integrated merged firm would on ly be able to engage in foreclosure  strategies against rival upstream firms if it had sufficient market power in the  downstream market  — that is, where its upstream rivals lacked sufficient actual or  potential economic alternatives in the downstream market  to sell their output. The  ability of upstream rivals to sell their output is especially likely to be prevented or  impeded where the downstream division of the merged firm is an important customer  in that market and where there are significant economies of  scale or scope in the  input market.   Conglomerate mergers   5.32.  In the context of conglomerate mergers, market power may arise where products are  considered by customers to be especially important or a ‘must have’ because of  factors such as superior functionalit y (product differentiation) or brand loyalty. Where  the merged firm supplies customers that on -sell its products to end customers, the  market power of the merged firm may be reflected in its ability to influence the  product -stocking decisions of its custom ers. This will depend on the specifics of the  industry, but can include supplier involvement in category management and the  supply of in -store distribution assets to retailers on condition of certain stocking  requirements.   Incentive to foreclose   5.33.  While poss ession of market power by the merged firm in one or more of the relevant  markets is a necessary consideration, it is not determinative in itself. Even if a  vertically integrated or conglomerate firm has the ability, it may not have the  economic incentive t o foreclose rivals. A firm is unlikely to exercise its ability to  foreclose unless it is profitable to do so, which will depend on the nature of  competition in each of the relevant markets and the particular means available to the  firm to foreclose rivals.33  5.34.  An integrated or conglomerate firm will only have an incentive to engage in  foreclosure strategies with rivals if the benefit it receives from doing so outweighs  potential lost sales resulting from the foreclosure. In assessing whether the merged  firm ha s the incentive to engage in foreclosure, the ACCC will weigh likely short -term  costs against likely gains and the relative size and importance of each market to the  merged firm.   5.35.  For example, in vertical mergers foreclosing independent downstream rivals ma y  simply close off a good source of upstream revenue without providing any significant  boost to the integrated merged firm’s own downstream sales or other benefits.  Similarly, an integrated firm will only have an incentive to limit the downstream sales  of its non -integrated upstream rivals if it receives sufficient benefits to offset any  increased costs or decreased custom associated with the foreclosure.   5.36.  In conglomerate mergers, the merged firm may be able to take advantage of  economies of scale in a marke t by increasing sales in that market and, where there is  commonality in operations (such as in manufacturing, distribution and/or marketing),  may also be able to gain economies in a related market.   5.37.  In assessing the merged firm’s likely incentives, the ACCC  will take into account a  range of quantitative and qualitative information.                                                    33 For example, a conglomerate firm implementing a tie may involve risking the loss of customers that are not interested in  purchasing the bundle, depending on the closeness of the products in question. In addition, the profitability of discounting  a bundle may depend on the relative value of the products being united and the value of the markets in which they are  supplied.","  Section 5.32 discusses market power arising from conglomerate mergers. Explain how superior functionality or brand loyalty can lead to market power in this context, and provide an example of how a merged firm might influence its customers' product-stocking decisions."
"Merger G uidelines 2008, updated 2017   27   5.31.  Similarly, an integrated merged firm would on ly be able to engage in foreclosure  strategies against rival upstream firms if it had sufficient market power in the  downstream market  — that is, where its upstream rivals lacked sufficient actual or  potential economic alternatives in the downstream market  to sell their output. The  ability of upstream rivals to sell their output is especially likely to be prevented or  impeded where the downstream division of the merged firm is an important customer  in that market and where there are significant economies of  scale or scope in the  input market.   Conglomerate mergers   5.32.  In the context of conglomerate mergers, market power may arise where products are  considered by customers to be especially important or a ‘must have’ because of  factors such as superior functionalit y (product differentiation) or brand loyalty. Where  the merged firm supplies customers that on -sell its products to end customers, the  market power of the merged firm may be reflected in its ability to influence the  product -stocking decisions of its custom ers. This will depend on the specifics of the  industry, but can include supplier involvement in category management and the  supply of in -store distribution assets to retailers on condition of certain stocking  requirements.   Incentive to foreclose   5.33.  While poss ession of market power by the merged firm in one or more of the relevant  markets is a necessary consideration, it is not determinative in itself. Even if a  vertically integrated or conglomerate firm has the ability, it may not have the  economic incentive t o foreclose rivals. A firm is unlikely to exercise its ability to  foreclose unless it is profitable to do so, which will depend on the nature of  competition in each of the relevant markets and the particular means available to the  firm to foreclose rivals.33  5.34.  An integrated or conglomerate firm will only have an incentive to engage in  foreclosure strategies with rivals if the benefit it receives from doing so outweighs  potential lost sales resulting from the foreclosure. In assessing whether the merged  firm ha s the incentive to engage in foreclosure, the ACCC will weigh likely short -term  costs against likely gains and the relative size and importance of each market to the  merged firm.   5.35.  For example, in vertical mergers foreclosing independent downstream rivals ma y  simply close off a good source of upstream revenue without providing any significant  boost to the integrated merged firm’s own downstream sales or other benefits.  Similarly, an integrated firm will only have an incentive to limit the downstream sales  of its non -integrated upstream rivals if it receives sufficient benefits to offset any  increased costs or decreased custom associated with the foreclosure.   5.36.  In conglomerate mergers, the merged firm may be able to take advantage of  economies of scale in a marke t by increasing sales in that market and, where there is  commonality in operations (such as in manufacturing, distribution and/or marketing),  may also be able to gain economies in a related market.   5.37.  In assessing the merged firm’s likely incentives, the ACCC  will take into account a  range of quantitative and qualitative information.                                                    33 For example, a conglomerate firm implementing a tie may involve risking the loss of customers that are not interested in  purchasing the bundle, depending on the closeness of the products in question. In addition, the profitability of discounting  a bundle may depend on the relative value of the products being united and the value of the markets in which they are  supplied.","  Section 5.33 states that possessing market power is necessary but not sufficient for foreclosure.  Explain why a vertically integrated or conglomerate firm might *not* have an economic incentive to foreclose rivals, even if it has the ability."
"Merger G uidelines 2008, updated 2017   27   5.31.  Similarly, an integrated merged firm would on ly be able to engage in foreclosure  strategies against rival upstream firms if it had sufficient market power in the  downstream market  — that is, where its upstream rivals lacked sufficient actual or  potential economic alternatives in the downstream market  to sell their output. The  ability of upstream rivals to sell their output is especially likely to be prevented or  impeded where the downstream division of the merged firm is an important customer  in that market and where there are significant economies of  scale or scope in the  input market.   Conglomerate mergers   5.32.  In the context of conglomerate mergers, market power may arise where products are  considered by customers to be especially important or a ‘must have’ because of  factors such as superior functionalit y (product differentiation) or brand loyalty. Where  the merged firm supplies customers that on -sell its products to end customers, the  market power of the merged firm may be reflected in its ability to influence the  product -stocking decisions of its custom ers. This will depend on the specifics of the  industry, but can include supplier involvement in category management and the  supply of in -store distribution assets to retailers on condition of certain stocking  requirements.   Incentive to foreclose   5.33.  While poss ession of market power by the merged firm in one or more of the relevant  markets is a necessary consideration, it is not determinative in itself. Even if a  vertically integrated or conglomerate firm has the ability, it may not have the  economic incentive t o foreclose rivals. A firm is unlikely to exercise its ability to  foreclose unless it is profitable to do so, which will depend on the nature of  competition in each of the relevant markets and the particular means available to the  firm to foreclose rivals.33  5.34.  An integrated or conglomerate firm will only have an incentive to engage in  foreclosure strategies with rivals if the benefit it receives from doing so outweighs  potential lost sales resulting from the foreclosure. In assessing whether the merged  firm ha s the incentive to engage in foreclosure, the ACCC will weigh likely short -term  costs against likely gains and the relative size and importance of each market to the  merged firm.   5.35.  For example, in vertical mergers foreclosing independent downstream rivals ma y  simply close off a good source of upstream revenue without providing any significant  boost to the integrated merged firm’s own downstream sales or other benefits.  Similarly, an integrated firm will only have an incentive to limit the downstream sales  of its non -integrated upstream rivals if it receives sufficient benefits to offset any  increased costs or decreased custom associated with the foreclosure.   5.36.  In conglomerate mergers, the merged firm may be able to take advantage of  economies of scale in a marke t by increasing sales in that market and, where there is  commonality in operations (such as in manufacturing, distribution and/or marketing),  may also be able to gain economies in a related market.   5.37.  In assessing the merged firm’s likely incentives, the ACCC  will take into account a  range of quantitative and qualitative information.                                                    33 For example, a conglomerate firm implementing a tie may involve risking the loss of customers that are not interested in  purchasing the bundle, depending on the closeness of the products in question. In addition, the profitability of discounting  a bundle may depend on the relative value of the products being united and the value of the markets in which they are  supplied.","  Using the example in section 5.35, describe a scenario where foreclosing independent downstream rivals in a vertical merger might not be profitable for the merged firm. What are the potential downsides outweighing the potential gains?"
"Merger G uidelines 2008, updated 2017   27   5.31.  Similarly, an integrated merged firm would on ly be able to engage in foreclosure  strategies against rival upstream firms if it had sufficient market power in the  downstream market  — that is, where its upstream rivals lacked sufficient actual or  potential economic alternatives in the downstream market  to sell their output. The  ability of upstream rivals to sell their output is especially likely to be prevented or  impeded where the downstream division of the merged firm is an important customer  in that market and where there are significant economies of  scale or scope in the  input market.   Conglomerate mergers   5.32.  In the context of conglomerate mergers, market power may arise where products are  considered by customers to be especially important or a ‘must have’ because of  factors such as superior functionalit y (product differentiation) or brand loyalty. Where  the merged firm supplies customers that on -sell its products to end customers, the  market power of the merged firm may be reflected in its ability to influence the  product -stocking decisions of its custom ers. This will depend on the specifics of the  industry, but can include supplier involvement in category management and the  supply of in -store distribution assets to retailers on condition of certain stocking  requirements.   Incentive to foreclose   5.33.  While poss ession of market power by the merged firm in one or more of the relevant  markets is a necessary consideration, it is not determinative in itself. Even if a  vertically integrated or conglomerate firm has the ability, it may not have the  economic incentive t o foreclose rivals. A firm is unlikely to exercise its ability to  foreclose unless it is profitable to do so, which will depend on the nature of  competition in each of the relevant markets and the particular means available to the  firm to foreclose rivals.33  5.34.  An integrated or conglomerate firm will only have an incentive to engage in  foreclosure strategies with rivals if the benefit it receives from doing so outweighs  potential lost sales resulting from the foreclosure. In assessing whether the merged  firm ha s the incentive to engage in foreclosure, the ACCC will weigh likely short -term  costs against likely gains and the relative size and importance of each market to the  merged firm.   5.35.  For example, in vertical mergers foreclosing independent downstream rivals ma y  simply close off a good source of upstream revenue without providing any significant  boost to the integrated merged firm’s own downstream sales or other benefits.  Similarly, an integrated firm will only have an incentive to limit the downstream sales  of its non -integrated upstream rivals if it receives sufficient benefits to offset any  increased costs or decreased custom associated with the foreclosure.   5.36.  In conglomerate mergers, the merged firm may be able to take advantage of  economies of scale in a marke t by increasing sales in that market and, where there is  commonality in operations (such as in manufacturing, distribution and/or marketing),  may also be able to gain economies in a related market.   5.37.  In assessing the merged firm’s likely incentives, the ACCC  will take into account a  range of quantitative and qualitative information.                                                    33 For example, a conglomerate firm implementing a tie may involve risking the loss of customers that are not interested in  purchasing the bundle, depending on the closeness of the products in question. In addition, the profitability of discounting  a bundle may depend on the relative value of the products being united and the value of the markets in which they are  supplied.","  How does section 5.36 explain the potential benefits of economies of scale and scope for a conglomerate merger, and how might these benefits manifest in different markets?"
"Merger G uidelines 2008, updated 2017   27   5.31.  Similarly, an integrated merged firm would on ly be able to engage in foreclosure  strategies against rival upstream firms if it had sufficient market power in the  downstream market  — that is, where its upstream rivals lacked sufficient actual or  potential economic alternatives in the downstream market  to sell their output. The  ability of upstream rivals to sell their output is especially likely to be prevented or  impeded where the downstream division of the merged firm is an important customer  in that market and where there are significant economies of  scale or scope in the  input market.   Conglomerate mergers   5.32.  In the context of conglomerate mergers, market power may arise where products are  considered by customers to be especially important or a ‘must have’ because of  factors such as superior functionalit y (product differentiation) or brand loyalty. Where  the merged firm supplies customers that on -sell its products to end customers, the  market power of the merged firm may be reflected in its ability to influence the  product -stocking decisions of its custom ers. This will depend on the specifics of the  industry, but can include supplier involvement in category management and the  supply of in -store distribution assets to retailers on condition of certain stocking  requirements.   Incentive to foreclose   5.33.  While poss ession of market power by the merged firm in one or more of the relevant  markets is a necessary consideration, it is not determinative in itself. Even if a  vertically integrated or conglomerate firm has the ability, it may not have the  economic incentive t o foreclose rivals. A firm is unlikely to exercise its ability to  foreclose unless it is profitable to do so, which will depend on the nature of  competition in each of the relevant markets and the particular means available to the  firm to foreclose rivals.33  5.34.  An integrated or conglomerate firm will only have an incentive to engage in  foreclosure strategies with rivals if the benefit it receives from doing so outweighs  potential lost sales resulting from the foreclosure. In assessing whether the merged  firm ha s the incentive to engage in foreclosure, the ACCC will weigh likely short -term  costs against likely gains and the relative size and importance of each market to the  merged firm.   5.35.  For example, in vertical mergers foreclosing independent downstream rivals ma y  simply close off a good source of upstream revenue without providing any significant  boost to the integrated merged firm’s own downstream sales or other benefits.  Similarly, an integrated firm will only have an incentive to limit the downstream sales  of its non -integrated upstream rivals if it receives sufficient benefits to offset any  increased costs or decreased custom associated with the foreclosure.   5.36.  In conglomerate mergers, the merged firm may be able to take advantage of  economies of scale in a marke t by increasing sales in that market and, where there is  commonality in operations (such as in manufacturing, distribution and/or marketing),  may also be able to gain economies in a related market.   5.37.  In assessing the merged firm’s likely incentives, the ACCC  will take into account a  range of quantitative and qualitative information.                                                    33 For example, a conglomerate firm implementing a tie may involve risking the loss of customers that are not interested in  purchasing the bundle, depending on the closeness of the products in question. In addition, the profitability of discounting  a bundle may depend on the relative value of the products being united and the value of the markets in which they are  supplied.",  What types of information (quantitative and qualitative) does section 5.37 suggest the ACCC will consider when assessing a merged firm's likely incentives to engage in foreclosure strategies?  Provide examples of such information.
"Merger G uidelines 2008, updated 2017   28   Likely effect of foreclosure   5.38.  The ability and incentive of the merged firm to foreclose rivals may not of itself  increase the merged firm’s unilateral market power to the extent th at there is a  substantial lessening of competition. Consideration must also be given to the effect of  foreclosure on competition in the relevant market/s.   5.39.  Foreclosure need not result in rivals being forced to exit the market to have a  detrimental effect on  competition. Actual rivals may simply be forced to use more  expensive alternatives to those offered by the merged firm or may be discouraged  from expanding their operations. Potential rivals may be discouraged from entering  the market. Foreclosure lessens  competition when the merged firm  — and, in some  cases, certain of its rivals  — finds it profitable to increase the price charged to  intermediate and end consumers or decrease the price paid to upstream suppliers  below competitive levels.   5.40.  In determining wh ether a merger is likely to result in a substantial lessening of  competition, the ACCC considers all the merger factors contained in s. 50(3) of the  Act and other relevant factors. In particular, the following factors inform the ACCC’s  assessment as to whe ther the merged firm’s unilateral market power is likely to  increase to the extent that there is a substantial lessening of competition:    the proportion and significance of the firms that  are foreclosed as a result of the  merger    the proportion and significa nce of other firms still able to provide a constraint  over  the merged firm    the potential for the merger to raise barriers to entry by foreclosure or the threat  of  foreclosure to rivals in related markets.   5.41.  Two further factors that may be relevant in the con text of vertical mergers are:    the significance of the input to the production process of downstream rivals    the presence of countervailing power, particularly the ability of firms to integrate to  avoid foreclosure.   5.42.  An additional factor that may be relevant in the context of conglomerate mergers is  the proportion of customers likely to purchase the relevant products from the merged  firm. This must be sufficiently large to cause independent rivals to face a significant  decline in sales, resulting in increased costs. The level of competitive constraint  imposed by rivals may be detrimentally affected where economies of scale or network  effects34 are important features of the relevant markets, since foreclosure may  prevent the merged firm’s rivals from achieving mi nimum efficient scale.   5.43.  However, where a significant proportion of customers continue to purchase products  from independent rivals, a conglomerate firm is likely to continue to be constrained  post-merger. For example, where rivals are able to replicate the merged firm’s  offering through assembly of their own competing bundle, and therefore reap similar  cost savings and/or retain economies of scale or scope, they may be able to avoid or  minimise foreclosure and thereby continue to constrain the merged firm. T his may be  through organic growth, counter -merger or joint supply arrangements with suppliers  of the related product. Depending on the nature of the merged firm’s market power,  however, it may be difficult or impossible for rivals to replicate the merged f irm’s                                                   34 Network effects arise when a product becomes more valuable as the number of customers consumi ng it increases, thus  providing an advantage to firms that have an existing customer base over rivals and prospective entrants that do not.","  According to section 5.39 of the Merger Guidelines, how can foreclosure negatively impact competition even if rivals don't exit the market entirely?  Describe the different ways foreclosure can lessen competition."
