chunk,question
"(iii) any Contract containing any covenant (A) materially limiting the right of the Company or any of its Subsidiaries or their respective Affiliates to engage in any line of business or to compete with any Person in any line of business or in any geographic area that is material to the Company; (B) prohibiting the Company or any of its Subsidiaries from engaging in any material business with any Person or levying a material fine, charge or other payment for doing so; or (C) granting any material “most favored nation” status or similar pricing rights, granting exclusive material sales, distribution, marketing, streaming or other exclusive rights for a material period of time or granting material rights of first offer or rights of first refusal for a material period of time, in the case of each of clauses (A) through (C), other than any such Contracts that (x) are not material to the Company and its Subsidiaries, taken as a whole or (y) may be cancelled without liability to the Company or its Subsidiaries upon notice of thirty (30) days or less; (iv) any Contract (A) relating to the disposition or acquisition of more than $35,000,000 of assets by the Company or any of its Subsidiaries after the date of this Agreement other than in the ordinary course of business; (B) pursuant to which the Company or any of its Subsidiaries will acquire any ownership interest of more than $35,000,000 in any other Person or other business enterprise other than any Subsidiary of the Company; or (C) that is an agreement with respect to any acquisition or divestiture of more than $35,000,000 pursuant to which the Company or any of its Subsidiaries has continuing indemnification, “earn-out” or other contingent payment obligations; (v) any mortgages, indentures, guarantees, loans or credit agreements, security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B)", What are the three main types of covenants outlined in the document that may restrict the Company's business activities?
"(iii) any Contract containing any covenant (A) materially limiting the right of the Company or any of its Subsidiaries or their respective Affiliates to engage in any line of business or to compete with any Person in any line of business or in any geographic area that is material to the Company; (B) prohibiting the Company or any of its Subsidiaries from engaging in any material business with any Person or levying a material fine, charge or other payment for doing so; or (C) granting any material “most favored nation” status or similar pricing rights, granting exclusive material sales, distribution, marketing, streaming or other exclusive rights for a material period of time or granting material rights of first offer or rights of first refusal for a material period of time, in the case of each of clauses (A) through (C), other than any such Contracts that (x) are not material to the Company and its Subsidiaries, taken as a whole or (y) may be cancelled without liability to the Company or its Subsidiaries upon notice of thirty (30) days or less; (iv) any Contract (A) relating to the disposition or acquisition of more than $35,000,000 of assets by the Company or any of its Subsidiaries after the date of this Agreement other than in the ordinary course of business; (B) pursuant to which the Company or any of its Subsidiaries will acquire any ownership interest of more than $35,000,000 in any other Person or other business enterprise other than any Subsidiary of the Company; or (C) that is an agreement with respect to any acquisition or divestiture of more than $35,000,000 pursuant to which the Company or any of its Subsidiaries has continuing indemnification, “earn-out” or other contingent payment obligations; (v) any mortgages, indentures, guarantees, loans or credit agreements, security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B)", What is the threshold amount mentioned in the document for Contracts relating to the disposition or acquisition of assets by the Company or its Subsidiaries?
"(iii) any Contract containing any covenant (A) materially limiting the right of the Company or any of its Subsidiaries or their respective Affiliates to engage in any line of business or to compete with any Person in any line of business or in any geographic area that is material to the Company; (B) prohibiting the Company or any of its Subsidiaries from engaging in any material business with any Person or levying a material fine, charge or other payment for doing so; or (C) granting any material “most favored nation” status or similar pricing rights, granting exclusive material sales, distribution, marketing, streaming or other exclusive rights for a material period of time or granting material rights of first offer or rights of first refusal for a material period of time, in the case of each of clauses (A) through (C), other than any such Contracts that (x) are not material to the Company and its Subsidiaries, taken as a whole or (y) may be cancelled without liability to the Company or its Subsidiaries upon notice of thirty (30) days or less; (iv) any Contract (A) relating to the disposition or acquisition of more than $35,000,000 of assets by the Company or any of its Subsidiaries after the date of this Agreement other than in the ordinary course of business; (B) pursuant to which the Company or any of its Subsidiaries will acquire any ownership interest of more than $35,000,000 in any other Person or other business enterprise other than any Subsidiary of the Company; or (C) that is an agreement with respect to any acquisition or divestiture of more than $35,000,000 pursuant to which the Company or any of its Subsidiaries has continuing indemnification, “earn-out” or other contingent payment obligations; (v) any mortgages, indentures, guarantees, loans or credit agreements, security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B)", How does the document define the threshold amount for Indebtedness-related Contracts that need to be disclosed?
"(iii) any Contract containing any covenant (A) materially limiting the right of the Company or any of its Subsidiaries or their respective Affiliates to engage in any line of business or to compete with any Person in any line of business or in any geographic area that is material to the Company; (B) prohibiting the Company or any of its Subsidiaries from engaging in any material business with any Person or levying a material fine, charge or other payment for doing so; or (C) granting any material “most favored nation” status or similar pricing rights, granting exclusive material sales, distribution, marketing, streaming or other exclusive rights for a material period of time or granting material rights of first offer or rights of first refusal for a material period of time, in the case of each of clauses (A) through (C), other than any such Contracts that (x) are not material to the Company and its Subsidiaries, taken as a whole or (y) may be cancelled without liability to the Company or its Subsidiaries upon notice of thirty (30) days or less; (iv) any Contract (A) relating to the disposition or acquisition of more than $35,000,000 of assets by the Company or any of its Subsidiaries after the date of this Agreement other than in the ordinary course of business; (B) pursuant to which the Company or any of its Subsidiaries will acquire any ownership interest of more than $35,000,000 in any other Person or other business enterprise other than any Subsidiary of the Company; or (C) that is an agreement with respect to any acquisition or divestiture of more than $35,000,000 pursuant to which the Company or any of its Subsidiaries has continuing indemnification, “earn-out” or other contingent payment obligations; (v) any mortgages, indentures, guarantees, loans or credit agreements, security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B)", Under what conditions can Contracts limiting the Company's rights in business activities be considered non-material and exempt from disclosure?
"(iii) any Contract containing any covenant (A) materially limiting the right of the Company or any of its Subsidiaries or their respective Affiliates to engage in any line of business or to compete with any Person in any line of business or in any geographic area that is material to the Company; (B) prohibiting the Company or any of its Subsidiaries from engaging in any material business with any Person or levying a material fine, charge or other payment for doing so; or (C) granting any material “most favored nation” status or similar pricing rights, granting exclusive material sales, distribution, marketing, streaming or other exclusive rights for a material period of time or granting material rights of first offer or rights of first refusal for a material period of time, in the case of each of clauses (A) through (C), other than any such Contracts that (x) are not material to the Company and its Subsidiaries, taken as a whole or (y) may be cancelled without liability to the Company or its Subsidiaries upon notice of thirty (30) days or less; (iv) any Contract (A) relating to the disposition or acquisition of more than $35,000,000 of assets by the Company or any of its Subsidiaries after the date of this Agreement other than in the ordinary course of business; (B) pursuant to which the Company or any of its Subsidiaries will acquire any ownership interest of more than $35,000,000 in any other Person or other business enterprise other than any Subsidiary of the Company; or (C) that is an agreement with respect to any acquisition or divestiture of more than $35,000,000 pursuant to which the Company or any of its Subsidiaries has continuing indemnification, “earn-out” or other contingent payment obligations; (v) any mortgages, indentures, guarantees, loans or credit agreements, security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B)", What type of ownership interest acquisition by the Company or its Subsidiaries triggers the disclosure requirement according to the document?
"(iii) any Contract containing any covenant (A) materially limiting the right of the Company or any of its Subsidiaries or their respective Affiliates to engage in any line of business or to compete with any Person in any line of business or in any geographic area that is material to the Company; (B) prohibiting the Company or any of its Subsidiaries from engaging in any material business with any Person or levying a material fine, charge or other payment for doing so; or (C) granting any material “most favored nation” status or similar pricing rights, granting exclusive material sales, distribution, marketing, streaming or other exclusive rights for a material period of time or granting material rights of first offer or rights of first refusal for a material period of time, in the case of each of clauses (A) through (C), other than any such Contracts that (x) are not material to the Company and its Subsidiaries, taken as a whole or (y) may be cancelled without liability to the Company or its Subsidiaries upon notice of thirty (30) days or less; (iv) any Contract (A) relating to the disposition or acquisition of more than $35,000,000 of assets by the Company or any of its Subsidiaries after the date of this Agreement other than in the ordinary course of business; (B) pursuant to which the Company or any of its Subsidiaries will acquire any ownership interest of more than $35,000,000 in any other Person or other business enterprise other than any Subsidiary of the Company; or (C) that is an agreement with respect to any acquisition or divestiture of more than $35,000,000 pursuant to which the Company or any of its Subsidiaries has continuing indemnification, “earn-out” or other contingent payment obligations; (v) any mortgages, indentures, guarantees, loans or credit agreements, security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B)", What is the specified notice period required for Contracts that may be cancelled without liability to the Company or its Subsidiaries as mentioned in the document?
"security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B) loans to wholly owned Subsidiaries of the Company in the ordinary course of business; and (C) extensions of credit to customers in the ordinary course of business; (vi) any Lease or Sublease set forth in Section 3.14(b) or Section 3.14(c) of the Company Disclosure Letter; (vii) any Contract providing for indemnification of any officer, director or employee by the Company or any of its Subsidiaries; (viii) any Contract that involves a material joint venture, joint development agreement (of Intellectual Property or otherwise), collaboration agreement, strategic alliance or strategic partnership, limited liability company, partnership or other similar agreement or arrangement relating to the formation, creation, operation, management or control of any of the foregoing; (ix) any Contract containing any support, maintenance or service obligation on the part of the Company or any of its Subsidiaries that represents revenue in excess of $25,000,000 on an annual basis, other than those Contracts that may be cancelled without liability to the Company or any of its Subsidiaries upon notice of ninety (90) days or less; -10-"," What are the criteria for security agreements or other contracts relating to indebtedness in excess of $25,000,000, as outlined in the document?"
"security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B) loans to wholly owned Subsidiaries of the Company in the ordinary course of business; and (C) extensions of credit to customers in the ordinary course of business; (vi) any Lease or Sublease set forth in Section 3.14(b) or Section 3.14(c) of the Company Disclosure Letter; (vii) any Contract providing for indemnification of any officer, director or employee by the Company or any of its Subsidiaries; (viii) any Contract that involves a material joint venture, joint development agreement (of Intellectual Property or otherwise), collaboration agreement, strategic alliance or strategic partnership, limited liability company, partnership or other similar agreement or arrangement relating to the formation, creation, operation, management or control of any of the foregoing; (ix) any Contract containing any support, maintenance or service obligation on the part of the Company or any of its Subsidiaries that represents revenue in excess of $25,000,000 on an annual basis, other than those Contracts that may be cancelled without liability to the Company or any of its Subsidiaries upon notice of ninety (90) days or less; -10-", Can you provide examples of contracts excluded from the criteria mentioned in the document?
"security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B) loans to wholly owned Subsidiaries of the Company in the ordinary course of business; and (C) extensions of credit to customers in the ordinary course of business; (vi) any Lease or Sublease set forth in Section 3.14(b) or Section 3.14(c) of the Company Disclosure Letter; (vii) any Contract providing for indemnification of any officer, director or employee by the Company or any of its Subsidiaries; (viii) any Contract that involves a material joint venture, joint development agreement (of Intellectual Property or otherwise), collaboration agreement, strategic alliance or strategic partnership, limited liability company, partnership or other similar agreement or arrangement relating to the formation, creation, operation, management or control of any of the foregoing; (ix) any Contract containing any support, maintenance or service obligation on the part of the Company or any of its Subsidiaries that represents revenue in excess of $25,000,000 on an annual basis, other than those Contracts that may be cancelled without liability to the Company or any of its Subsidiaries upon notice of ninety (90) days or less; -10-"," How are leases or subleases addressed in the document, and where can they be found in the Company Disclosure Letter?"
"security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B) loans to wholly owned Subsidiaries of the Company in the ordinary course of business; and (C) extensions of credit to customers in the ordinary course of business; (vi) any Lease or Sublease set forth in Section 3.14(b) or Section 3.14(c) of the Company Disclosure Letter; (vii) any Contract providing for indemnification of any officer, director or employee by the Company or any of its Subsidiaries; (viii) any Contract that involves a material joint venture, joint development agreement (of Intellectual Property or otherwise), collaboration agreement, strategic alliance or strategic partnership, limited liability company, partnership or other similar agreement or arrangement relating to the formation, creation, operation, management or control of any of the foregoing; (ix) any Contract containing any support, maintenance or service obligation on the part of the Company or any of its Subsidiaries that represents revenue in excess of $25,000,000 on an annual basis, other than those Contracts that may be cancelled without liability to the Company or any of its Subsidiaries upon notice of ninety (90) days or less; -10-"," What types of contracts provide indemnification to officers, directors, or employees by the Company or its subsidiaries?"
"security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B) loans to wholly owned Subsidiaries of the Company in the ordinary course of business; and (C) extensions of credit to customers in the ordinary course of business; (vi) any Lease or Sublease set forth in Section 3.14(b) or Section 3.14(c) of the Company Disclosure Letter; (vii) any Contract providing for indemnification of any officer, director or employee by the Company or any of its Subsidiaries; (viii) any Contract that involves a material joint venture, joint development agreement (of Intellectual Property or otherwise), collaboration agreement, strategic alliance or strategic partnership, limited liability company, partnership or other similar agreement or arrangement relating to the formation, creation, operation, management or control of any of the foregoing; (ix) any Contract containing any support, maintenance or service obligation on the part of the Company or any of its Subsidiaries that represents revenue in excess of $25,000,000 on an annual basis, other than those Contracts that may be cancelled without liability to the Company or any of its Subsidiaries upon notice of ninety (90) days or less; -10-"," What are the key aspects of contracts involving joint ventures, joint development agreements, collaboration agreements, strategic alliances, or partnerships as outlined in the document?"
"security agreements or other Contracts relating to Indebtedness, in each case in excess of $25,000,000, other than (A) accounts receivables and payables in the ordinary course of business; (B) loans to wholly owned Subsidiaries of the Company in the ordinary course of business; and (C) extensions of credit to customers in the ordinary course of business; (vi) any Lease or Sublease set forth in Section 3.14(b) or Section 3.14(c) of the Company Disclosure Letter; (vii) any Contract providing for indemnification of any officer, director or employee by the Company or any of its Subsidiaries; (viii) any Contract that involves a material joint venture, joint development agreement (of Intellectual Property or otherwise), collaboration agreement, strategic alliance or strategic partnership, limited liability company, partnership or other similar agreement or arrangement relating to the formation, creation, operation, management or control of any of the foregoing; (ix) any Contract containing any support, maintenance or service obligation on the part of the Company or any of its Subsidiaries that represents revenue in excess of $25,000,000 on an annual basis, other than those Contracts that may be cancelled without liability to the Company or any of its Subsidiaries upon notice of ninety (90) days or less; -10-"," How are contracts containing support, maintenance, or service obligations on the part of the Company or its subsidiaries addressed in terms of revenue and cancellation terms?"
"(x) any Contract that prohibits the payment of dividends or distributions in respect of the capital stock of the Company or any of its Subsidiaries, prohibits the pledging of the capital stock of the Company or any Subsidiary of the Company, prohibits the issuance of guarantees by the Company or any Subsidiary of the Company or grants any rights of first refusal or rights of first offer or similar rights or that limits or proposes to limit the ability of the Company or any of its Subsidiaries or Affiliates to sell, transfer, pledge or otherwise dispose of any assets or businesses in excess of $50,000,000; (xi) any Contract that contains a put, call or similar right pursuant to which the Company or any of its Subsidiaries could be required to purchase or sell, as applicable, any equity interests of any Person or assets, in each case with a value in excess of $35,000,000; (xii) any Contract that (A) is with a Significant Vendor or (B) resulted in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ending December 31, 2022; (xiii) any Contract that (A) is with a Significant Customer or (B) resulted in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ending December 31, 2022; and (xiv) any Contract that is an agreement that is material to the Company and its Subsidiaries, taken as a whole, with any Governmental Authority. (yy) “Merger Consideration” means $95.00 in cash, without interest. (zz) “NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open", Can the Company or any of its Subsidiaries pay dividends or distributions in respect of their capital stock according to any Contract mentioned in the document?
"(x) any Contract that prohibits the payment of dividends or distributions in respect of the capital stock of the Company or any of its Subsidiaries, prohibits the pledging of the capital stock of the Company or any Subsidiary of the Company, prohibits the issuance of guarantees by the Company or any Subsidiary of the Company or grants any rights of first refusal or rights of first offer or similar rights or that limits or proposes to limit the ability of the Company or any of its Subsidiaries or Affiliates to sell, transfer, pledge or otherwise dispose of any assets or businesses in excess of $50,000,000; (xi) any Contract that contains a put, call or similar right pursuant to which the Company or any of its Subsidiaries could be required to purchase or sell, as applicable, any equity interests of any Person or assets, in each case with a value in excess of $35,000,000; (xii) any Contract that (A) is with a Significant Vendor or (B) resulted in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ending December 31, 2022; (xiii) any Contract that (A) is with a Significant Customer or (B) resulted in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ending December 31, 2022; and (xiv) any Contract that is an agreement that is material to the Company and its Subsidiaries, taken as a whole, with any Governmental Authority. (yy) “Merger Consideration” means $95.00 in cash, without interest. (zz) “NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open", Are there any restrictions on pledging the capital stock of the Company or its Subsidiaries based on the Contracts outlined in the document?
"(x) any Contract that prohibits the payment of dividends or distributions in respect of the capital stock of the Company or any of its Subsidiaries, prohibits the pledging of the capital stock of the Company or any Subsidiary of the Company, prohibits the issuance of guarantees by the Company or any Subsidiary of the Company or grants any rights of first refusal or rights of first offer or similar rights or that limits or proposes to limit the ability of the Company or any of its Subsidiaries or Affiliates to sell, transfer, pledge or otherwise dispose of any assets or businesses in excess of $50,000,000; (xi) any Contract that contains a put, call or similar right pursuant to which the Company or any of its Subsidiaries could be required to purchase or sell, as applicable, any equity interests of any Person or assets, in each case with a value in excess of $35,000,000; (xii) any Contract that (A) is with a Significant Vendor or (B) resulted in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ending December 31, 2022; (xiii) any Contract that (A) is with a Significant Customer or (B) resulted in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ending December 31, 2022; and (xiv) any Contract that is an agreement that is material to the Company and its Subsidiaries, taken as a whole, with any Governmental Authority. (yy) “Merger Consideration” means $95.00 in cash, without interest. (zz) “NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open", What is the threshold value for contracts that grant rights of first refusal or rights of first offer or similar rights as per the document?
"(x) any Contract that prohibits the payment of dividends or distributions in respect of the capital stock of the Company or any of its Subsidiaries, prohibits the pledging of the capital stock of the Company or any Subsidiary of the Company, prohibits the issuance of guarantees by the Company or any Subsidiary of the Company or grants any rights of first refusal or rights of first offer or similar rights or that limits or proposes to limit the ability of the Company or any of its Subsidiaries or Affiliates to sell, transfer, pledge or otherwise dispose of any assets or businesses in excess of $50,000,000; (xi) any Contract that contains a put, call or similar right pursuant to which the Company or any of its Subsidiaries could be required to purchase or sell, as applicable, any equity interests of any Person or assets, in each case with a value in excess of $35,000,000; (xii) any Contract that (A) is with a Significant Vendor or (B) resulted in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ending December 31, 2022; (xiii) any Contract that (A) is with a Significant Customer or (B) resulted in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ending December 31, 2022; and (xiv) any Contract that is an agreement that is material to the Company and its Subsidiaries, taken as a whole, with any Governmental Authority. (yy) “Merger Consideration” means $95.00 in cash, without interest. (zz) “NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open"," How much value in assets or businesses must be involved for a Contract to limit the ability of the Company or its Subsidiaries to sell, transfer, pledge, or dispose of them according to the document?"
"(x) any Contract that prohibits the payment of dividends or distributions in respect of the capital stock of the Company or any of its Subsidiaries, prohibits the pledging of the capital stock of the Company or any Subsidiary of the Company, prohibits the issuance of guarantees by the Company or any Subsidiary of the Company or grants any rights of first refusal or rights of first offer or similar rights or that limits or proposes to limit the ability of the Company or any of its Subsidiaries or Affiliates to sell, transfer, pledge or otherwise dispose of any assets or businesses in excess of $50,000,000; (xi) any Contract that contains a put, call or similar right pursuant to which the Company or any of its Subsidiaries could be required to purchase or sell, as applicable, any equity interests of any Person or assets, in each case with a value in excess of $35,000,000; (xii) any Contract that (A) is with a Significant Vendor or (B) resulted in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ending December 31, 2022; (xiii) any Contract that (A) is with a Significant Customer or (B) resulted in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ending December 31, 2022; and (xiv) any Contract that is an agreement that is material to the Company and its Subsidiaries, taken as a whole, with any Governmental Authority. (yy) “Merger Consideration” means $95.00 in cash, without interest. (zz) “NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open", What criteria determine if a Contract involves a Significant Vendor or if payments exceed a certain threshold amount based on the document?
"(x) any Contract that prohibits the payment of dividends or distributions in respect of the capital stock of the Company or any of its Subsidiaries, prohibits the pledging of the capital stock of the Company or any Subsidiary of the Company, prohibits the issuance of guarantees by the Company or any Subsidiary of the Company or grants any rights of first refusal or rights of first offer or similar rights or that limits or proposes to limit the ability of the Company or any of its Subsidiaries or Affiliates to sell, transfer, pledge or otherwise dispose of any assets or businesses in excess of $50,000,000; (xi) any Contract that contains a put, call or similar right pursuant to which the Company or any of its Subsidiaries could be required to purchase or sell, as applicable, any equity interests of any Person or assets, in each case with a value in excess of $35,000,000; (xii) any Contract that (A) is with a Significant Vendor or (B) resulted in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments by the Company or its Subsidiaries of more than $35,000,000 during the 12 months ending December 31, 2022; (xiii) any Contract that (A) is with a Significant Customer or (B) resulted in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ended December 31, 2021 or is reasonably likely to result in payments to the Company or its Subsidiaries of more than $25,000,000 during the 12 months ending December 31, 2022; and (xiv) any Contract that is an agreement that is material to the Company and its Subsidiaries, taken as a whole, with any Governmental Authority. (yy) “Merger Consideration” means $95.00 in cash, without interest. (zz) “NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open"," How are Open Source Licenses defined in the document, and why are they relevant to the Company and its Subsidiaries?"
"“NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open Source Initiative or a free software license by the Free Software Foundation, including any version of the GNU General Public License, GNU Lesser/Library General Public License, Affero General Public License, Apache Software License, Mozilla Public License, BSD License, MIT License and Common Public License. (bbb) “Owned Company Shares” means the Cancelled Owned Company Shares and the Specified Owned Company Shares, collectively. (ccc) “Parent Common Stock” means the common stock, par value $0.00000625 per share, of Parent. -11-","at does ""NASDAQ"" refer to in the document?"
"“NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open Source Initiative or a free software license by the Free Software Foundation, including any version of the GNU General Public License, GNU Lesser/Library General Public License, Affero General Public License, Apache Software License, Mozilla Public License, BSD License, MIT License and Common Public License. (bbb) “Owned Company Shares” means the Cancelled Owned Company Shares and the Specified Owned Company Shares, collectively. (ccc) “Parent Common Stock” means the common stock, par value $0.00000625 per share, of Parent. -11-","at is the definition of an ""Open Source License"" according to the document?"
"“NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open Source Initiative or a free software license by the Free Software Foundation, including any version of the GNU General Public License, GNU Lesser/Library General Public License, Affero General Public License, Apache Software License, Mozilla Public License, BSD License, MIT License and Common Public License. (bbb) “Owned Company Shares” means the Cancelled Owned Company Shares and the Specified Owned Company Shares, collectively. (ccc) “Parent Common Stock” means the common stock, par value $0.00000625 per share, of Parent. -11-","at is meant by ""Owned Company Shares""?"
"“NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open Source Initiative or a free software license by the Free Software Foundation, including any version of the GNU General Public License, GNU Lesser/Library General Public License, Affero General Public License, Apache Software License, Mozilla Public License, BSD License, MIT License and Common Public License. (bbb) “Owned Company Shares” means the Cancelled Owned Company Shares and the Specified Owned Company Shares, collectively. (ccc) “Parent Common Stock” means the common stock, par value $0.00000625 per share, of Parent. -11-","at is the value of ""Parent Common Stock"" per share?"
"“NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open Source Initiative or a free software license by the Free Software Foundation, including any version of the GNU General Public License, GNU Lesser/Library General Public License, Affero General Public License, Apache Software License, Mozilla Public License, BSD License, MIT License and Common Public License. (bbb) “Owned Company Shares” means the Cancelled Owned Company Shares and the Specified Owned Company Shares, collectively. (ccc) “Parent Common Stock” means the common stock, par value $0.00000625 per share, of Parent. -11-",ich organizations determine whether a license is considered open source or free software?
"“NASDAQ” means The Nasdaq Stock Market. (aaa) “Open Source License” means any license for open source, public source or freeware software that is considered an open source software license by the Open Source Initiative or a free software license by the Free Software Foundation, including any version of the GNU General Public License, GNU Lesser/Library General Public License, Affero General Public License, Apache Software License, Mozilla Public License, BSD License, MIT License and Common Public License. (bbb) “Owned Company Shares” means the Cancelled Owned Company Shares and the Specified Owned Company Shares, collectively. (ccc) “Parent Common Stock” means the common stock, par value $0.00000625 per share, of Parent. -11-",n you list some examples of open source licenses mentioned in the document?
"(ddd) “Parent Material Adverse Effect” means any Effect that would, or would reasonably be expected to, prevent or materially impede or materially delay, or prevents or materially impedes or materially delays, the consummation by Parent or Merger Sub of the Merger and the other transactions contemplated by this Agreement. (eee) “Parent Stock Plan” means Parent’s 2001 Stock Plan, as amended and restated. (fff) “Parent Stock Price” means an amount equal to the volume weighted average price per share rounded to four decimal places (with amounts 0.00005 and above rounded up) of Parent Common Stock on NASDAQ (as reported by Bloomberg L.P. or another authoritative source mutually selected by Parent and the Company) for the five consecutive trading days ending with the last trading day ending immediately prior to the Closing Date. (ggg) “Permitted Liens” means any of the following: (i) liens for Taxes, assessments and governmental charges or levies either not yet delinquent or that are being contested in good faith and by appropriate proceedings and for which appropriate reserves have been established to the extent required by GAAP; (ii) mechanics, carriers’, workmen’s, warehouseman’s, repairmen’s, materialmen’s or other similar liens or security interests that are not yet due or that are being contested in good faith and by appropriate proceedings; (iii) third Person leases, subleases and licenses (other than capital leases and leases underlying sale and leaseback transactions) entered into in the ordinary course of business; (iv) pledges or deposits to secure obligations pursuant to workers’ compensation Laws or similar legislation or to secure public or statutory obligations; (v) pledges and deposits to secure the performance of bids, trade contracts, leases, surety and appeal bonds, performance bonds and other obligations of a similar nature, in each case in the ordinary course of business; (vi) defects, imperfections or irregularities in title, easements, covenants"," What is the definition of ""Parent Material Adverse Effect"" as stated in the document?"
